TransactionID,ProductID,ProductName,Category,WarehouseID,SupplierID,Date,Quantity,UnitPrice,TotalValue,MovementType,StockLevel,ReorderPoint,SlowMoving
INV-0395,PRD-010,Rice Basmati 25kg,Perishables,WH-001,SUP-007,2024-12-05,76,105.51,8018.85,Transfer,2630,301,Yes
INV-0396,PRD-012,Copper Wire 100m,Raw Materials,WH-003,SUP-006,2024-08-19,149,373.78,55692.79,Outbound,1165,499,No
INV-0397,PRD-013,Stretch Film Roll,Packaging,WH-005,SUP-002,2024-03-20,64,61.17,3914.95,Adjustment,2622,308,Yes
INV-0398,PRD-002,Steel Rod 10mm,Raw Materials,WH-005,SUP-006,2024-04-16,241,83.05,20015.42,Transfer,1032,146,Yes
INV-0399,PRD-003,Corrugated Box L,Packaging,WH-003,SUP-001,2024-04-20,437,13.37,5842.57,Outbound,797,464,No
INV-0400,PRD-004,Brake Pad Set,Automotive,WH-003,SUP-007,2024-09-19,35,342.17,11976.11,Transfer,1474,115,Yes
INV-0401,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-004,SUP-004,2024-02-18,246,194.35,47810.13,Outbound,1044,106,Yes
INV-0402,PRD-001,Microcontroller Board,Electronics,WH-002,SUP-003,2024-04-11,431,450.07,193978.21,Inbound,4820,400,Yes
INV-0403,PRD-005,Wheat Flour 50kg,Perishables,WH-001,SUP-001,2024-02-03,111,157.59,17492.2,Adjustment,1105,147,Yes
INV-0404,PRD-015,Sugar 50kg,Perishables,WH-003,SUP-002,2024-01-22,492,131.98,64935.31,Outbound,4751,321,Yes
INV-0405,PRD-014,Alternator 12V,Automotive,WH-004,SUP-008,2024-01-16,205,953.01,195368.05,Outbound,2949,209,Yes
INV-0406,PRD-015,Sugar 50kg,Perishables,WH-002,SUP-005,2024-05-23,238,145.71,34679.28,Inbound,2063,431,Yes
INV-0407,PRD-005,Wheat Flour 50kg,Perishables,WH-004,SUP-007,2024-10-08,255,128.13,32674.24,Transfer,3187,170,Yes
INV-0408,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-002,SUP-004,2024-11-18,420,217.54,91367.63,Inbound,3183,500,Yes
INV-0409,PRD-012,Copper Wire 100m,Raw Materials,WH-003,SUP-008,2024-10-05,410,398.26,163285.06,Transfer,3231,238,Yes
INV-0410,PRD-003,Corrugated Box L,Packaging,WH-001,SUP-006,2024-11-01,122,10.89,1328.33,Transfer,529,341,No
INV-0411,PRD-009,Engine Filter,Automotive,WH-003,SUP-004,2024-03-22,61,538.7,32860.7,Outbound,2233,373,Yes
INV-0412,PRD-014,Alternator 12V,Automotive,WH-001,SUP-004,2024-10-21,443,1019.64,451701.8,Adjustment,2956,188,Yes
INV-0413,PRD-003,Corrugated Box L,Packaging,WH-002,SUP-006,2024-12-23,193,13.54,2613.59,Inbound,2930,390,Yes
INV-0414,PRD-010,Rice Basmati 25kg,Perishables,WH-002,SUP-004,2024-09-09,287,107.5,30852.2,Adjustment,360,146,No
INV-0415,PRD-001,Microcontroller Board,Electronics,WH-002,SUP-004,2024-01-11,279,458.77,127997.88,Transfer,1700,166,Yes
INV-0416,PRD-006,Sensor Module v2,Electronics,WH-002,SUP-006,2024-01-31,21,730.8,15346.88,Outbound,958,369,No
INV-0417,PRD-014,Alternator 12V,Automotive,WH-003,SUP-002,2024-07-10,370,1010.58,373913.83,Adjustment,4850,151,Yes
INV-0418,PRD-006,Sensor Module v2,Electronics,WH-003,SUP-006,2024-03-10,90,844.81,76032.78,Adjustment,4041,432,Yes
INV-0419,PRD-006,Sensor Module v2,Electronics,WH-002,SUP-006,2024-04-24,350,816.85,285895.85,Outbound,3149,257,Yes
INV-0420,PRD-012,Copper Wire 100m,Raw Materials,WH-003,SUP-003,2024-03-31,383,351.18,134500.14,Adjustment,4698,116,Yes
INV-0421,PRD-003,Corrugated Box L,Packaging,WH-005,SUP-006,2024-11-09,123,12.72,1564.43,Inbound,4114,172,Yes
INV-0422,PRD-006,Sensor Module v2,Electronics,WH-001,SUP-004,2024-06-26,173,734.74,127109.68,Inbound,2800,328,Yes
INV-0423,PRD-001,Microcontroller Board,Electronics,WH-003,SUP-004,2024-05-07,364,412.63,150196.2,Transfer,935,468,No
INV-0424,PRD-001,Microcontroller Board,Electronics,WH-001,SUP-007,2024-08-12,385,452.21,174101.23,Outbound,3441,352,Yes
INV-0425,PRD-015,Sugar 50kg,Perishables,WH-004,SUP-006,2024-10-06,202,120.3,24299.88,Adjustment,4785,433,Yes
INV-0426,PRD-013,Stretch Film Roll,Packaging,WH-002,SUP-003,2024-08-19,47,71.49,3359.88,Inbound,2465,110,Yes
INV-0427,PRD-006,Sensor Module v2,Electronics,WH-003,SUP-002,2024-02-07,185,735.17,136006.55,Adjustment,1368,474,No
INV-0428,PRD-002,Steel Rod 10mm,Raw Materials,WH-005,SUP-002,2024-06-22,314,97.44,30595.25,Adjustment,303,320,No
INV-0429,PRD-011,PCB Assembly,Electronics,WH-002,SUP-007,2024-03-21,37,1017.85,37660.3,Outbound,1606,309,Yes
INV-0430,PRD-012,Copper Wire 100m,Raw Materials,WH-005,SUP-005,2024-12-04,154,380.0,58519.47,Inbound,456,301,No
INV-0431,PRD-010,Rice Basmati 25kg,Perishables,WH-005,SUP-008,2024-03-19,37,108.92,4030.14,Adjustment,767,250,Yes
INV-0432,PRD-014,Alternator 12V,Automotive,WH-005,SUP-008,2024-04-12,59,806.73,47596.85,Outbound,2440,141,Yes
INV-0433,PRD-008,Bubble Wrap Roll,Packaging,WH-001,SUP-005,2024-07-22,251,46.0,11546.59,Transfer,796,428,No
INV-0434,PRD-009,Engine Filter,Automotive,WH-004,SUP-003,2024-07-08,463,557.4,258077.28,Outbound,3701,122,Yes
INV-0435,PRD-005,Wheat Flour 50kg,Perishables,WH-004,SUP-008,2024-05-14,125,155.3,19412.22,Inbound,1288,485,No
INV-0436,PRD-012,Copper Wire 100m,Raw Materials,WH-001,SUP-002,2024-12-08,186,429.8,79942.35,Adjustment,4881,216,Yes
INV-0437,PRD-009,Engine Filter,Automotive,WH-001,SUP-007,2024-09-24,224,639.19,143178.08,Adjustment,4741,220,Yes
INV-0438,PRD-008,Bubble Wrap Roll,Packaging,WH-003,SUP-002,2024-07-21,472,50.11,23650.42,Inbound,4163,392,Yes
INV-0439,PRD-015,Sugar 50kg,Perishables,WH-005,SUP-003,2024-03-02,496,141.61,70237.88,Outbound,1419,208,Yes
INV-0440,PRD-013,Stretch Film Roll,Packaging,WH-002,SUP-003,2024-01-22,226,59.77,13508.81,Adjustment,1704,421,Yes
INV-0441,PRD-003,Corrugated Box L,Packaging,WH-005,SUP-005,2024-06-12,476,12.98,6179.1,Inbound,762,298,No
INV-0442,PRD-009,Engine Filter,Automotive,WH-004,SUP-006,2024-05-21,276,568.14,156807.19,Inbound,4863,367,Yes
INV-0443,PRD-013,Stretch Film Roll,Packaging,WH-004,SUP-002,2024-07-31,86,60.91,5238.11,Inbound,915,388,No
INV-0444,PRD-013,Stretch Film Roll,Packaging,WH-001,SUP-005,2024-10-01,460,64.09,29480.42,Adjustment,2213,296,Yes
INV-0445,PRD-011,PCB Assembly,Electronics,WH-004,SUP-008,2024-01-20,98,1065.74,104442.41,Outbound,3340,119,Yes
INV-0446,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-003,SUP-004,2024-01-26,391,213.95,83654.04,Transfer,3101,110,Yes
INV-0447,PRD-006,Sensor Module v2,Electronics,WH-003,SUP-005,2024-05-23,441,797.87,351858.79,Inbound,1917,168,Yes
INV-0448,PRD-005,Wheat Flour 50kg,Perishables,WH-004,SUP-006,2024-05-17,383,140.59,53844.84,Inbound,1589,326,Yes
INV-0449,PRD-004,Brake Pad Set,Automotive,WH-004,SUP-008,2024-09-21,454,317.91,144332.42,Inbound,4271,181,Yes
INV-0450,PRD-002,Steel Rod 10mm,Raw Materials,WH-003,SUP-007,2024-03-10,409,94.59,38687.32,Inbound,1473,198,Yes
INV-0451,PRD-015,Sugar 50kg,Perishables,WH-002,SUP-001,2024-05-07,26,131.83,3427.7,Transfer,1681,240,Yes
INV-0452,PRD-006,Sensor Module v2,Electronics,WH-004,SUP-007,2024-11-21,482,726.16,350006.81,Inbound,2031,290,Yes
INV-0453,PRD-008,Bubble Wrap Roll,Packaging,WH-005,SUP-008,2024-03-31,455,45.84,20856.77,Transfer,2870,183,Yes
INV-0454,PRD-014,Alternator 12V,Automotive,WH-003,SUP-002,2024-05-25,24,887.01,21288.26,Outbound,4737,499,Yes
INV-0455,PRD-004,Brake Pad Set,Automotive,WH-002,SUP-004,2024-12-12,115,309.53,35595.57,Adjustment,4254,110,Yes
INV-0456,PRD-014,Alternator 12V,Automotive,WH-001,SUP-008,2024-03-08,341,839.54,286282.17,Inbound,1883,229,Yes
INV-0457,PRD-010,Rice Basmati 25kg,Perishables,WH-003,SUP-005,2024-08-04,468,109.35,51177.24,Transfer,3810,229,Yes
INV-0458,PRD-004,Brake Pad Set,Automotive,WH-004,SUP-005,2024-12-12,276,353.94,97688.78,Adjustment,4838,152,Yes
INV-0459,PRD-001,Microcontroller Board,Electronics,WH-005,SUP-006,2024-10-14,341,471.8,160883.6,Transfer,2495,450,Yes
INV-0460,PRD-002,Steel Rod 10mm,Raw Materials,WH-004,SUP-002,2024-06-21,151,90.11,13607.01,Transfer,2189,435,Yes
INV-0461,PRD-012,Copper Wire 100m,Raw Materials,WH-003,SUP-004,2024-03-17,274,425.63,116623.65,Inbound,4965,306,Yes
INV-0462,PRD-011,PCB Assembly,Electronics,WH-003,SUP-003,2024-01-14,345,1126.78,388738.25,Transfer,2175,314,Yes
INV-0463,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-004,SUP-001,2024-10-25,372,241.22,89735.54,Outbound,2861,471,Yes
INV-0464,PRD-012,Copper Wire 100m,Raw Materials,WH-002,SUP-008,2024-12-09,193,400.46,77289.4,Outbound,4623,192,Yes
INV-0465,PRD-005,Wheat Flour 50kg,Perishables,WH-001,SUP-008,2024-03-06,389,135.05,52535.54,Outbound,2799,435,Yes
INV-0466,PRD-002,Steel Rod 10mm,Raw Materials,WH-002,SUP-006,2024-04-24,391,95.02,37152.01,Adjustment,2764,290,Yes
INV-0467,PRD-005,Wheat Flour 50kg,Perishables,WH-005,SUP-005,2024-08-25,445,130.12,57904.45,Inbound,4830,397,Yes
INV-0468,PRD-010,Rice Basmati 25kg,Perishables,WH-001,SUP-008,2024-04-09,266,102.29,27210.45,Adjustment,4390,252,Yes
INV-0469,PRD-007,Aluminium Sheet 2mm,Raw Materials,WH-001,SUP-003,2024-03-11,112,206.99,23182.9,Adjustment,1223,261,Yes
INV-0470,PRD-014,Alternator 12V,Automotive,WH-002,SUP-002,2024-09-06,180,941.4,169452.86,Outbound,2617,424,Yes
INV-0471,PRD-001,Microcontroller Board,Electronics,WH-001,SUP-008,2024-05-20,117,490.63,57404.21,Outbound,4770,491,Yes
INV-0472,PRD-003,Corrugated Box L,Packaging,WH-004,SUP-002,2024-03-07,324,12.1,3920.77,Adjustment,3354,319,Yes
INV-0473,PRD-008,Bubble Wrap Roll,Packaging,WH-004,SUP-001,2024-01-20,283,42.74,12096.39,Transfer,165,264,No
INV-0474,PRD-013,Stretch Film Roll,Packaging,WH-005,SUP-004,2024-01-10,356,58.57,20849.86,Outbound,1903,455,Yes
INV-0475,PRD-015,Sugar 50kg,Perishables,WH-003,SUP-005,2024-03-07,62,129.47,8026.85,Transfer,1418,133,Yes
INV-0476,PRD-014,Alternator 12V,Automotive,WH-001,SUP-005,2024-05-28,243,962.94,233995.05,Transfer,3602,451,Yes
INV-0477,PRD-003,Corrugated Box L,Packaging,WH-003,SUP-008,2024-07-02,394,11.37,4477.92,Adjustment,206,216,No
INV-0478,PRD-004,Brake Pad Set,Automotive,WH-002,SUP-004,2024-01-12,311,328.37,102123.28,Inbound,3053,464,Yes
INV-0479,PRD-011,PCB Assembly,Electronics,WH-001,SUP-007,2024-11-23,140,1202.09,168293.11,Inbound,4915,124,Yes
INV-0480,PRD-011,PCB Assembly,Electronics,WH-001,SUP-001,2024-01-25,363,1021.84,370928.72,Adjustment,3165,163,Yes
INV-0481,PRD-009,Engine Filter,Automotive,WH-003,SUP-008,2024-12-25,88,532.77,46883.7,Inbound,2516,315,Yes
INV-0482,PRD-011,PCB Assembly,Electronics,WH-001,SUP-005,2024-11-14,320,1182.7,378463.92,Adjustment,909,361,No
INV-0483,PRD-012,Copper Wire 100m,Raw Materials,WH-005,SUP-002,2024-05-24,68,427.51,29070.96,Adjustment,1677,411,Yes
INV-0484,PRD-004,Brake Pad Set,Automotive,WH-003,SUP-004,2024-07-02,370,320.78,118688.78,Outbound,372,380,No
INV-0485,PRD-008,Bubble Wrap Roll,Packaging,WH-002,SUP-008,2024-06-18,130,40.53,5269.0,Inbound,954,393,No
INV-0486,PRD-011,PCB Assembly,Electronics,WH-004,SUP-003,2024-02-16,409,1130.72,462464.06,Inbound,2146,429,Yes
INV-0487,PRD-004,Brake Pad Set,Automotive,WH-004,SUP-005,2024-05-15,247,292.01,72125.58,Outbound,373,248,No
INV-0488,PRD-006,Sensor Module v2,Electronics,WH-003,SUP-007,2024-02-29,58,867.99,50343.59,Inbound,129,170,No
INV-0489,PRD-011,PCB Assembly,Electronics,WH-002,SUP-006,2024-07-02,467,1110.37,518543.49,Transfer,811,290,No
INV-0490,PRD-014,Alternator 12V,Automotive,WH-003,SUP-003,2024-02-28,215,890.06,191361.97,Adjustment,2276,297,Yes
INV-0491,PRD-012,Copper Wire 100m,Raw Materials,WH-004,SUP-007,2024-11-28,463,428.7,198487.49,Inbound,1135,456,No
INV-0492,PRD-012,Copper Wire 100m,Raw Materials,WH-001,SUP-003,2024-02-23,223,439.84,98085.35,Adjustment,4710,447,Yes
INV-0493,PRD-008,Bubble Wrap Roll,Packaging,WH-002,SUP-007,2024-07-02,323,40.82,13186.21,Outbound,4007,349,Yes
INV-0494,PRD-002,Steel Rod 10mm,Raw Materials,WH-004,SUP-008,2024-01-24,42,82.06,3446.49,Transfer,151,460,No
INV-0495,PRD-014,Alternator 12V,Automotive,WH-005,SUP-004,2024-12-08,457,876.27,400456.26,Inbound,3595,438,Yes
INV-0496,PRD-012,Copper Wire 100m,Raw Materials,WH-002,SUP-008,2024-06-26,349,416.94,145511.65,Adjustment,1267,385,Yes
INV-0497,PRD-015,Sugar 50kg,Perishables,WH-005,SUP-001,2024-01-06,339,147.37,49957.44,Adjustment,4111,184,Yes
INV-0498,PRD-002,Steel Rod 10mm,Raw Materials,WH-004,SUP-006,2024-05-03,179,97.12,17383.69,Inbound,4202,214,Yes
INV-0499,PRD-009,Engine Filter,Automotive,WH-004,SUP-007,2024-04-30,50,568.27,28413.66,Adjustment,771,355,No
INV-0500,PRD-008,Bubble Wrap Roll,Packaging,WH-003,SUP-002,2024-09-11,391,47.85,18709.52,Inbound,3354,311,Yes
